BARRA;PRODUCTO;FAM;DESCPROD;LABORATORIO;FECLOTE;NETO;PEDIDO;TOTAL NETO;SALDO
7,80466E+12;M7804657990102;FAR;LATANOPROST-TIMOLOL SOL OFT X 2,5 ML PHARMATECH;PHARMATECH;46569;5714;;;50
7,80526E+12;M7805256000162;FAR;LATISSE SOL 0,03%/5ML X 100;ALLERGAN;46054;44407;;;50
7,80006E+12;CM100141;FAR;LATOF SOL OFT 0,005% X 2,5 ML;SAVAL;46418;8455;;;13
7,80006E+12;CM100142;FAR;LATOF-T SOL OFT X 2,5 ML;SAVAL;46446;9635;;;9
7,80462E+12;M7804620835522;FAR;LATRIG COM 100 MG X 30;OPKO;45992;3778;;;50
7,80001E+12;M7800007807854;FAR;LAUNOL ALOE VERA LOC X 100 ML (DM);CHILE;46569;4311;;;50
7,80001E+12;M7800007811523;FAR;LAUNOL LOCION  X 100 ML;CHILE;45901;2246;;;50
7,80002E+12;G324625;FAR;LAVASEPT JAB  X 90 GR;FARMOQUIMICA;47573;1006,07;;;50
7,80002E+12;GL268045;FAR;LAX 3350 SBR 17 GR X 7;ANDROMACO;46721;7165;;;1132
7,80004E+12;M7800041044116;FAR;LAXANTIL GTS X 10 ML;CHEMOPHARMA;45962;1499;;;50
7,7976E+12;CM109629;FAR;LAXAVET GEL X 40 GR;VETERINARIA CHEMIE;46265;7324;;;110
7,80001E+12;CM109080;FAR;LAXDRAG DISPLAY X 90 GR;VETERINARIA DRAG PHARMA;47207;5200;;;43
7,80002E+12;CM103298;FAR;LAXONAROL CAP X 25;FARMOQUIMICA;46142;4678;;;20
7,79129E+12;M7791293019574;FAR;LE SANCY JAB ACEITE ALMENDA 150 GR X 2;UNILEVER;46692;2891;;;50
7,8E+12;M7800004005185;FAR;LEBLON  AE FPS 50 ANTIOX X 190 GR;MAVER;46692;2071;;;50
7,8E+12;M7800004005987;FAR;LEBLON A FPS30 LAB COCO X 4.25 GR;MAVER;46143;1381;;;50
7,8E+12;M7800004005284;FAR;LEBLON AFTER SUN +12HR HIDRA 190G;MAVER;46692;1929;;;50
7,8E+12;M7800004005215;FAR;LEBLON ANTIOX AE FPS+ 50 X 1L;MAVER;46722;7839;;;50
7,8E+12;M7800004005154;FAR;LEBLON ANTIOX AE FPS50 X 50 GR;MAVER;46692;615;;;50
7,8E+12;M7800004004317;FAR;LEBLON BABY & KIDS AE FPS 50 X 90 GR;MAVER;46235;1445;;;50
7,8E+12;M7800004003068;FAR;LEBLON BRONZE POMO X 90 GR;MAVER;46539;1678;;;50
7,8E+12;M7800004003556;FAR;LEBLON BRONZER AQUA FPS30 X 180ML;MAVER;46296;3595;;;50
7,8E+12;M7800004003082;FAR;LEBLON BRONZER CREMA FPS30 X 190G;MAVER;46266;3874;;;50
7,8E+12;M7800004003075;FAR;LEBLON BRONZER FACIAL FPS50 X 50G;MAVER;46266;3209;;;50
7,8E+12;M7800004003563;FAR;LEBLON BRZ PROLONGADOR BRONCEADO X 400 ML;MAVER;46539;4129;;;50
7,8E+12;M7800004004331;FAR;LEBLON CREMA PROTECTOR SOLAR FPS50 BABY KIDS X 270 GR;MAVER;46631;3661;;;50
7,8E+12;M7800004005147;FAR;LEBLON EXTREME AE FPS50+ X 50GR (AE AMPLIOESPECTRO);MAVER;46692;629;;;50
7,8E+12;M7800004005222;FAR;LEBLON FPS 50 DISPENS EXTREME SPORT X 1 L;MAVER;46844;11030;;;50
7,8E+12;M7800004004348;FAR;LEBLON FPS 50 KIDS BUBBLE X 190 GR;MAVER;46631;2308;;;50
7,8E+12;M7800004005352;FAR;LEBLON FPS 50+ BABY & KIDS POM X 50 GR;MAVER;46600;638;;;50
7,8E+12;M7800004005192;FAR;LEBLON FPS 50+ EXTREM SPORT X 190 GR;MAVER;46600;2061;;;50
7,8E+12;M7800004006083;FAR;LEBLON STICK FACE FPS50 AE X 13G;MAVER;46174;3555;;;50
78056657;M78056657;FAR;LECHE MAGNESIA SUS X 120 ML PHILLIPS;ASPEN CHILE;46204;2951;;;50
7,8E+12;M7800004002993;FAR;LECHUGA BC MANOS UREA Y ALOE X 75 GR;MAVER;46082;1788;;;50
7,8E+12;G462356;FAR;LECHUGA CLASICA CRE 60 ML X 2;MAVER;46816;1641,54;;;50
7,80492E+12;M7804916101034;FAR;LECHUGA CLASICA CRE X 60 ML;MAVER;46600;1278;;;50
7,8E+12;G568447;FAR;LECHUGA CRE MANOS PROT INT X 75 GR;MAVER;46386;612,58;;;50
7,8E+12;G876567;FAR;LECHUGA CRE Q10 MANOS ANTI AGE X 75 GR;MAVER;46203;621,3;;;50
7,8E+12;M7800004029020;FAR;LECHUGA CRE X 150 ML;MAVER;46661;1915;;;50
7,8E+12;G200619;FAR;LECHUGA CRE X 150 ML + CRE X 60 ML;MAVER;46761;2759,28;;;50
7,8E+12;M7800004000913;FAR;LECHUGA CREMA DISPLAY X 60 ML;MAVER;46753;1221;;;50
7,8E+12;G678253;FAR;LECHUGA CREMA MANOS ANTI MANCHAS+FILTRO X 75 GR;MAVER;46356;612,58;;;50
7,8E+12;G513161;FAR;LECHUGA CREME LATA X 150 ML;MAVER;46788;2051,38;;;50
7,8E+12;M7800004002306;FAR;LECHUGA CUERPO CREMA REAFIRMANTE Q10 X 350 ML;MAVER;46266;2378;;;50
7,8E+12;G7890523;FAR;LECHUGA CUERPO HIDRAT REPAR INTEN 800ML;MAVER;46505;3624,25;;;50
7,8E+12;G886532;FAR;LECHUGA CUERPO HIDRAT REPAR INTEN X 350 ML;MAVER;46476;1951,1;;;50
7,8E+12;GL27701144;FAR;LECHUGA CUERPO REAFIR LIPOREDUCTYL X 350 ML;MAVER;46446;2290;;;10
7,8E+12;M7800004006021;FAR;LECHUGA CUERPO REAFIRM LIPORED 800ML;MAVER;46327;4360;;;50
7,8E+12;G678245;FAR;LECHUGA MANOS ARGAN CRE X 50 ML;MAVER;46325;813,14;;;50
7,8E+12;G982355;FAR;LECHUGA MANOS CASTANA CRE X 50 ML;MAVER;46325;813,14;;;50
7,8E+12;M7800004001071;FAR;LECHUGA PETALOS DESMAQUILLAN X 50 UND;MAVER;46357;1585;;;50
7,8E+12;G200767;FAR;LECHUGA SOFT CRE 110 GR + CRE X 55 GR;MAVER;46698;2752,21;;;50
7,8E+12;M7800004000937;FAR;LECHUGA SOFT CRE X 110 ML;MAVER;46631;1770;;;50
7,8E+12;G301108;FAR;LECHUGA SOFT CRE X 55 ML;MAVER;46801;981;;;50
7,8E+12;M7800004000982;FAR;LECHUGA SOFT DISPLAY X 55 ML;MAVER;46478;1340;;;50
7,80871E+12;M7808713900432;FAR;LECITINA DE SOYA CAP X 100 GREEN MED;GREEN MEDICAL;46447;2267;;;50
7,80871E+12;M7808713900449;FAR;LECITINA DE SOYA CAP X 40 GREEN MED;GREEN MEDICAL;46419;1385;;;50
7,8035E+12;GL158026;FAR;LEFKAFLAM CRE X 50 GR;KNOP FITOTERAPEUTICOS;46873;2726;;;3366
7,80959E+12;GL67063;FAR;LEGOFER JBE X 120 ML;ITF LABOMED;46203;9286;;;10
7,80467E+12;M7804669530365;FAR;LENTE DE LECTURA 1,5 BLACK SIN MONTURA;ZENMED;0;2709;;;50
7,80467E+12;M7804669530372;FAR;LENTE DE LECTURA 2,0 BLACK SIN MONTURA;ZENMED;0;2709;;;50
7,80467E+12;M7804669530396;FAR;LENTE DE LECTURA 3,0 BLACK SIN MONTURA;ZENMED;0;2709;;;50
7,80467E+12;M7804669530327;FAR;LENTES DE LECTURA BLACK 1,5 BRLK;ZENMED;0;2709;;;50
7,80467E+12;M7804669530334;FAR;LENTES DE LECTURA BLACK 2,0 BRLK;ZENMED;0;2709;;;50
7,80467E+12;M7804669530341;FAR;LENTES DE LECTURA BLACK 2,5 BRLK;ZENMED;0;2709;;;50
7,80467E+12;M7804669530358;FAR;LENTES DE LECTURA BLACK 3,0 BRLK;BRIGHTLOOK;0;2709;;;50
7,80467E+12;M7804669530242;FAR;LENTES DE LECTURA BLACK PURPLE 1,5 BRLK;BRIGHTLOOK;0;2709;;;50
7,80467E+12;M7804669530259;FAR;LENTES DE LECTURA BLACK PURPLE 2,0 BRLK;BRIGHTLOOK;0;2709;;;50
7,80467E+12;M7804669530266;FAR;LENTES DE LECTURA BLACK PURPLE 2,5 BRLK;BRIGHTLOOK;0;2709;;;50
7,80467E+12;M7804669530273;FAR;LENTES DE LECTURA BLACK PURPLE 3,0 BRLK;BRIGHTLOOK;0;2709;;;50
7,80467E+12;M7804669530204;FAR;LENTES DE LECTURA RED 1,5 BRLK;BRIGHTLOOK;0;2709;;;50
7,80467E+12;M7804669530211;FAR;LENTES DE LECTURA RED 2,0 BRLK;BRIGHTLOOK;0;2709;;;50
7,80467E+12;M7804669530235;FAR;LENTES DE LECTURA RED 3,0 BRLK;BRIGHTLOOK;0;2709;;;50
7,80467E+12;M7804669530280;FAR;LENTES DE LECTURA YELLOW BLACK 1,5 BRLK;BRIGHTLOOK;0;2709;;;50
7,80467E+12;M7804669530297;FAR;LENTES DE LECTURA YELLOW BLACK 2,0 BRLK;BRIGHTLOOK;0;2709;;;50
7,80467E+12;M7804669530303;FAR;LENTES DE LECTURA YELLOW BLACK 2,5 BRLK;ZENMED;0;2709;;;50
7,80467E+12;M7804669530310;FAR;LENTES DE LECTURA YELLOW BLACK 3,0 BRLK;ZENMED;0;2709;;;50
7,80462E+12;GL30701044;FAR;LERITAC COM 1000 MG X 30;OPKO;46387;6098;;;15
7,80007E+12;M7800070000213;FAR;LERTUS AMP 75 MG X 5;TECNOFARMA;46174;8637;;;50
7,80007E+12;N1001309;FAR;LERTUS GEL 1% X 60 GR;TECNOFARMA;46113;4700;;;50
7,80007E+12;M7800070001852;FAR;LERTUS GTS 15 MG/ML X 25 ML;TECNOFARMA;46327;4503;;;50
7,80007E+12;M7800070000169;FAR;LERTUS RET COM 100 MG X 10;TECNOFARMA;46539;5990;;;50
7,80007E+12;M7800070000176;FAR;LERTUS RET COM 100 MG X 30;TECNOFARMA;46539;13279;;;50
8,43117E+12;M8431166181326;FAR;LETI AT4 CORPORAL CRE X 200 ML;BAGO;46661;13045;;;50
8,43117E+12;M8431166181357;FAR;LETI AT4 CRE INTENSIVA X 100 ML;BAGO;46539;11890;;;50
8,43117E+12;M8431166181333;FAR;LETI AT4 FACIAL CRE X 50 ML;BAGO;46388;8642;;;50
8,43117E+12;M8431166181371;FAR;LETI AT4 GEL DE BANO X 250 ML;BAGO;46631;7773;;;50
8,43117E+12;M8431166181302;FAR;LETI AT4 LECHE CORP X 250 ML;BAGO;45901;12484;;;50
8,43117E+12;M8431166181388;FAR;LETI AT4 SHA X 250 ML;BAGO;46539;7522;;;50
7,80005E+12;M7800046005372;FAR;LETICO COM 100 MG X 30;EUROFARMA;46023;5399;;;50
7,89132E+12;CM103333;FAR;LETICO COM 25 MG X 30;EUROFARMA;46053;2408;;;21
7,89132E+12;G340086;FAR;LETICO COM 50 MG X 30;EUROFARMA;45868;1200;;;50
4,04281E+12;M4042809034325;FAR;LEUKOTAPE TELA ADH CLASSIC 3,75 CM X 10 MT (DM);BSN MEDICAL;47331;7085;;;50
3,80355E+12;M3803546778580;FAR;LEVADURA DE CERVEZA CAP X 60 NF;NATURAL FARM;46478;1424;;;50
7,8035E+12;M7803504000780;FAR;LEVADURA DE CERVEZA COM X 100 KNOP;KNOP FITOTERAPEUTICOS;46569;3275;;;50
7,80004E+12;GL12120068;FAR;LEVAMIS LAM BUCODISP (SILDENAFIL) 50 MG X 5;SANITAS;46022;3690;;;8
7,80467E+12;M7804669580827;FAR;LEVANTEL GOTAS ORALES 2% PERROS-GATOS X 10 ML;VETERQUIMICA;46753;974;;;50
7,80492E+12;CM103347;FAR;LEVOCETIRIZINA COM 5 MG X 30 PRATER;PRATER;46721;1092;;;3520
7,80465E+12;CM109671;FAR;LEVOFLOXACINO COM 500 MG X 7 ASCEND;ASCEND;46568;1090;;;90
7,80001E+12;GL264913;FAR;LEVOFLOXACINO COM 500 MG X 7 CHILE (BE);CHILE;46418;1351;;;554
8,43521E+12;CM106803;FAR;LEVOGASTROL COM 25 MG X 30;FAES FARMA;46996;13830;;;142
8,43521E+12;G546963;FAR;LEVOGASTROL COM 25 MG X 60;FAES FARMA;46142;24065,37;;;50
7,80492E+12;N1014112;FAR;LEVORIGOTAX COM 5 MG X 30 (BE);PRATER;46661;3000;;;50
7,80492E+12;G6109126;FAR;LEVORIGOTAX COM 5 MG X 60 (BE);PRATER;46446;6066,9;;;50
7,80492E+12;M7804918500842;FAR;LEVORIGOTAX FTE JBE 5MG/5ML X 120 ML;PRATER;46388;7552;;;50
7,80492E+12;CM103351;FAR;LEVORIGOTAX GTS 5MG/ML X 20 ML;PRATER;46751;5113;;;104
7,80492E+12;M7804918500514;FAR;LEVORIGOTAX JBE 2,5MG/5ML X 100 ML;PRATER;46296;4455;;;50
7,80008E+11;M780007804754;FAR;LEVOTIROXINA COM 100 MCG X 84 CHILE (BE);CHILE;45962;2259;;;50
7,80001E+12;GL19900044;FAR;LEVOTIROXINA COM 50 MCG X 56 CHILE (BE);CHILE;46173;2069;;;896
7,80001E+12;M7800007804730;FAR;LEVOTIROXINA COM 75 MCG X 56 CHILE (BE);CHILE;45901;1867;;;50
7,80465E+12;M7804650884385;FAR;LEZITAR COM 5 MG X 30 (LEVOCETIRIZINA);ASCEND;46023;1590;;;50
7,80001E+12;GL256777;FAR;LIBERAT CAP 120 MG X 30;CHILE;46356;11760;;;177
7,80001E+12;GL256826;FAR;LIBERAT CAP 120 MG X 60;CHILE;46265;19940;;;81
7,79538E+12;M7795380002425;FAR;LIBRAXIN COM X 30;DEUTSCHE PHARMA;46204;7200;;;50
7,80465E+12;M7804650886044;FAR;LIBRIN-C CAP 5/2,5 MG X 30;ASCEND;46388;3182;;;50
7,80001E+12;N1000396;FAR;LIDOCAINA GEL 4% X 15 GR CHILE;CHILE;46113;3155;;;50
7,80009E+12;M7800086812008;FAR;LIDOCAINA PARCHE 5% X 5 UND;BPH;46204;22680;;;50
7,80009E+12;CM103381;FAR;LIDOCAINA SPRAY 10% SOL TOP 50ML BPH;BPH;46386;15970;;;207
3,33788E+12;CM107170;FAR;LIFTACTIV COLLAGEN SPECIALIST X 50 ML VICHY;LOREAL VICHY LA ROCHE;46081;25972;;;37
3,33787E+12;CM107173;FAR;LIFTACTIV SUPREME CR DIAP NORMAL MIXTA X 50 ML;LOREAL VICHY LA ROCHE;46598;27006;;;3
3,33788E+12;M3337875821636;FAR;LIFTACTIVE RETINOL SERUM X 30 ML;LOREAL VICHY LA ROCHE;46235;25865;;;50
7,79117E+12;M7791172101697;FAR;LIMA 4 VIAS ROSA-BANANA PACK;CARTIM;0;1578;;;50
8,41212E+12;M8412122050290;FAR;LIMA FIBRA DE VIDRIO BETER;BETER;0;1725;;;50
7,89814E+12;M7898144120387;FAR;LIMA PARA PIE C/MANGO LANDHS;GREEN MEDICAL;0;682;;;50
2,99999E+12;M2999994794713;FAR;LIMA PARA PIES C/MANGO;PRAGA;0;1657;;;50
2,99999E+12;M2999994794874;FAR;LIMA PROFESIONAL 4 PASOS;PRAGA;0;702;;;50
2,99999E+12;M2999994794843;FAR;LIMA UÑAS ANIMAL PRINT X 2 UND;PRAGA;0;707;;;50
2,99999E+12;M2999994794850;FAR;LIMA UÑAS COLORES X 2 UND;PRAGA;0;707;;;50
7,79117E+12;M7791172101673;FAR;LIMAS RET PACK X 2 UND;CARTIM;0;1560;;;50
7,79117E+12;M7791172101734;FAR;LIMAS RET PACK X 3 UND;CARTIM;0;1560;;;50
7,80004E+12;G876537;FAR;LIMONADA CALIENTE SBR 5 GR X 60 VALMA;VALMA;46203;9265;;;50
7,61241E+12;M7612412200010;FAR;LIMPIADOR DE LENGUA CTC 201;CURAPROX;0;2323;;;50
7,61241E+12;M7612412427134;FAR;LIMPIADOR DE LENGUA CTC 203 DUO;CURAPROX;0;3789;;;50
9,4443E+12;M9444300654210;FAR;LINAZA PVO X 100 GR (25 UND) QUIMNATURA;QUIMNATURA;46447;649;;;50
9,0023E+12;M9002300774217;FAR;LINAZA SBR X 30 GR (CAJ X 25) QUIMNATURA;QUIMNATURA;46388;264;;;50
9,0023E+12;M9002300654212;FAR;LINAZA X 250 GR QUIMNATURA;QUIMNATURA;46447;1380;;;50
7,80001E+12;M7800008000261;FAR;LINEZET COM 600 MG X 10;SYNTHON;46419;59000;;;50
7,80003E+12;M7800026011676;FAR;LINFONEX COM 500 MG X 30;RECALCINE;45992;48177;;;50
4,04696E+12;M4046963958787;FAR;LINOVERA FCO X 30 ML BRAUN;BRAUN;46296;15000;;;50
4,04696E+12;M4046955578665;FAR;LINOVERA SCAR REPAIR GEL X 15 GR;BRAUN;46357;14470;;;50
7,80491E+12;M7804907970717;FAR;LIP GLOSS PLUMPING LIGHT PINK 02;PETRIZZIO;46508;3089;;;50
7,80491E+12;M7804907970700;FAR;LIP GLOSS PLUMPING LIGHT RED 01;PETRIZZIO;46600;2973;;;50
3,10742E+11;M310742037708;FAR;LIP ICE COCO/VAIN F15 X 3,5 GR;MENTHOLATUM;46600;1220;;;50
3,10742E+11;M310742037692;FAR;LIP ICE FRESA F15 X 3.5 GR;MENTHOLATUM;47027;1159;;;50
3,10742E+11;M310742037685;FAR;LIP ICE MANZANA F15 X 3,5 GR;MENTHOLATUM;46569;1197;;;50
3,10742E+11;M310742004823;FAR;LIP ICE NATURAL ICE CEREZA SPF 15 X 4.2 GR;MENTHOLATUM;46539;1020;;;50
3,10742E+11;M310742018400;FAR;LIP ICE NATURAL ICE SPORT SPF 30 X 4,2 GR;MENTHOLATUM;46204;1019;;;50
3,10742E+11;M310742000412;FAR;LIP ICE NATURAL ORIGINAL FPS 15 X 4,2 GR;MENTHOLATUM;46327;1031;;;50
3,10742E+11;M310742037647;FAR;LIP ICE SOFT CEREZA MENTA SPF 20;MENTHOLATUM;45901;1211;;;50
3,10742E+11;M310742037661;FAR;LIP ICE SOFT FRAMBUESA INTENSA SPF 20;MENTHOLATUM;45901;1211;;;50
3,10742E+11;M310742037739;FAR;LIP ICE SOFT SANDIA SPF 20 X 2 GR;MENTHOLATUM;46997;1308;;;50
9,006E+11;M900600100134;FAR;LIPI CAT X 60 ML;XYLO;46082;20604;;;50
3,33788E+12;CM107900;FAR;LIPIKAR BAUME AP + M X 200 ML;LA ROCHE POSAY;46295;15852;;;14
3,33788E+12;M3337875803786;FAR;LIPIKAR BAUME LIGHT AP+M X 400 ML;LOREAL VICHY LA ROCHE;46447;19785;;;50
3,33787E+12;CM111923;FAR;LIPIKAR GEL LAVANT X 400 ML;LA ROCHE POSAY;46721;15140;;;6
3,33788E+12;CM107177;FAR;LIPIKAR SYNDET AP+ X 400 ML;LA ROCHE POSAY;46477;14680;;;128
7,80466E+12;N1021897;FAR;LIPOTEN COM 80 MG X 28;EXELTIS;46266;8285;;;50
7,80002E+12;M7800020084409;FAR;LIREX COM 2,5 MG X 30 (BE);ANDROMACO;46266;12980;;;50
7,80465E+12;M7804651938100;FAR;LIRIS SOLUCION OFTALMICA X 10 ML;GENOMMA;46023;10967;;;50
7,70203E+12;M7702031976387;FAR;LISTERINE ANTICARIES ZERO ENJ X 180 ML;JOHNSON CONSUMO;46327;784;;;50
7,70203E+12;M7702031976394;FAR;LISTERINE ANTICARIES ZERO ENJ X 250 ML;JOHNSON CONSUMO;46388;3034;;;50
7,70204E+12;M7702035458971;FAR;LISTERINE CONTROL SARRO X 1 L;JOHNSON CONSUMO;46327;5988;;;50
7,70204E+12;M7702035430090;FAR;LISTERINE CONTROL SARRO X 180 ML;JOHNSON CONSUMO;46388;780;;;50
7,70204E+12;M7702035432445;FAR;LISTERINE CONTROL SARRO X 500 ML;JOHNSON CONSUMO;46296;5855;;;50
7,70204E+12;M7702035432117;FAR;LISTERINE COOL MINT X 180 ML;JOHNSON CONSUMO;46357;790;;;50
7,70203E+12;M7702031642725;FAR;LISTERINE COOL MINT X 250 ML (DM);JOHNSON CONSUMO;46266;3250;;;50
7,70204E+12;M7702035432339;FAR;LISTERINE COOL MINT X 500 ML;JOHNSON CONSUMO;46296;5170;;;50
7,89101E+12;M7891010974336;FAR;LISTERINE COOL MINT ZERO ENJ X 500 ML;JOHNSON CONSUMO;46296;4659;;;50
7,70203E+12;M7702031563327;FAR;LISTERINE COOL MINT ZERO X 180 ML;JOHNSON CONSUMO;46357;825;;;50
7,89101E+12;M7891010974329;FAR;LISTERINE COOL MINT ZERO X 250 ML;JOHNSON CONSUMO;46296;2880;;;50
7,70204E+12;M7702035833839;FAR;LISTERINE CUIDADO TOTAL X 500 ML;JOHNSON CONSUMO;46266;5247;;;50
7,70203E+12;M7702031887942;FAR;LISTERINE TOTAL CARE ZERO X 500 ML;JOHNSON CONSUMO;46296;5432;;;50
7,70203E+12;M7702031976493;FAR;LISTERINE ZERO ANTICARIES X 500 ML;JOHNSON CONSUMO;46296;5590;;;50
7,80001E+12;M7800007800473;FAR;LISUR COM 200 MG X 20;CHILE;45870;4739;;;50
7,80004E+12;CM103410;FAR;LIVIAL COM 2,5 MG X 28;ORGANON;45991;21361;;;7
3,49932E+12;M3499320002523;FAR;LOCERYL LACA (ESMALTE) X 2,5 ML;GALDERMA;46296;20623;;;50
3,49932E+12;M3499320012058;FAR;LOCERYL LACA 5% X 1,25 ML;GALDERMA;46539;12403;;;50
7,80006E+12;GL66661063;FAR;LOMEX CAP 20 MG X 28;SAVAL;46265;13850;;;8
7,80001E+12;M7800007118783;FAR;LOPERAMIDA COM 2 MG X 6 CHILE;CHILE;46478;255;;;50
7,80001E+12;M7800007649126;FAR;LORATADINA COM 10 MG X 30 CHILE (BE);CHILE;46357;315;;;50
7,80001E+12;CM110638;FAR;LORATADINA JBE 5 MG / 5 ML X 60 ML CHILE;CHILE;46477;1090;;;4533
7,80006E+12;M7800063130699;FAR;LORATADINA JBE 5 MG X 90 ML MINT;MINTLAB;45992;1003;;;50
7,50955E+12;M7509552935998;FAR;LOREAL CREMA DIA FPS30 GLYCOLIC + NIACINAMIDA X 50 ML;LOREAL;46569;10918;;;50
7,50608E+12;M7506078984172;FAR;LOREAL CREMA DIA HIDRA TOTAL5 OMEGA CERAMIDA X 50 ML;LOREAL;46539;4198;;;50
7,50955E+12;M7509552840322;FAR;LOREAL CREMA DIA REVITALIFT ACIDO HIALURONICO X 50 ML;LOREAL;46600;9253;;;50
7,50955E+12;M7509552911992;FAR;LOREAL CREMA HIDRA FPS 35+ TOTAL5 ANTIARRUGAS X 50 ML;LOREAL;46631;4851;;;50
7,50955E+12;M7509552907964;FAR;LOREAL CREMA HIDRATANTE ANTIMANCHAS TOTAL5 X 50 ML;LOREAL;46357;4342;;;50
7,50608E+12;M7506078928565;FAR;LOREAL DESMAQUILLANTE BIFASICO MAKE UP X 200 ML;LOREAL;46692;5119;;;50
7,50955E+12;M7509552912012;FAR;LOREAL FPS 55+ CREMA HIDR TOTAL5 ANTIARRUGAS X 50 ML;LOREAL;46692;5138;;;50
71249674901;M71249674901;FAR;LOREAL LABIAL INFALLIBLE MATTE LIQUIDO FRENCH KISS;LOREAL;0;5588;;;50
71249674840;M71249674840;FAR;LOREAL LABIAL INFALLIBLE MATTE LIQUIDO SNOOZE YOUR AL;LOREAL;0;5753;;;50
71249680971;M71249680971;FAR;LOREAL MASCARA MASCARA PESTAÑAS PANORAMA WASHABLE;LOREAL;0;8281;;;50
7,50955E+12;M7509552898255;FAR;LOREAL REVITALIF CREMA DIA PRO-RETINOL X 50 ML;LOREAL;46600;10563;;;50
7,50955E+12;M7509552892277;FAR;LOREAL REVITALIF GEL LIMPIADOR PRO-RETINOL X 150 ML;LOREAL;46113;5029;;;50
7,50103E+12;M7501027232311;FAR;LOREAL REVITALIFT CRE DIA X 50 ML;LOREAL;46661;8001;;;50
8,4113E+12;M8411300692000;FAR;LOREAL REVITALIFT NOCHE X 50 ML;LOREAL;0;8510;;;50
7,89971E+12;CM107127;FAR;LOREAL UV DEFENDER ANTI-BRILLO FPS 50;LOREAL;46690;7347;;;1
7,89971E+12;M7899706181877;FAR;LOREAL UV DEFENDER HIDRATACION INTENSA S/COLOR FPS 50;LOREAL;46508;7850;;;50
7,73097E+12;M7730969304262;FAR;LOSAPRES COM  50 MG X 30 (BE);PHARMA INVESTI;46508;12952;;;50
7,73097E+12;M7730969304361;FAR;LOSAPRES COM 100 MG X 30 (BE);PHARMA INVESTI;46631;12803;;;50
7,80465E+12;N5000242;FAR;LOSARTAN COM  50 MG X 30 ASCEND (BE);ASCEND;46569;520;;;50
7,80001E+12;M7800007810939;FAR;LOSARTAN COM  50 MG X 30 CHILE (BE);CHILE;46569;469;;;50
7,80465E+12;CM109674;FAR;LOSARTAN COM 100 MG X 30 ASCEND (BE);ASCEND;46264;1141;;;1
7,80001E+12;CM103449;FAR;LOSARTAN COM 100 MG X 30 CHILE (BE);CHILE;46630;2075;;;135
7,80462E+12;G000357;FAR;LOSARTAN COM 50 MG X 30 OPKO (BE);OPKO;46507;438,17;;;50
7,80462E+12;G684918;FAR;LOTADIN COM 5 MG X 30;OPKO;46568;887,57;;;50
7,80001E+12;M7800007516756;FAR;LOVASTATINA COM 20 MG X 28 CHILE;CHILE;46296;599;;;50
7,79001E+12;M7790010003049;FAR;LUBRIDERM HUMECT DIARIA LOC X 400 ML;JOHNSON CONSUMO;46722;3900;;;50
7,70203E+12;M7702031244486;FAR;LUBRIDERM HUMECTACION DIARIA X 120 ML;JOHNSON CONSUMO;46661;1882;;;50
7,70203E+12;M7702031244493;FAR;LUBRIDERM HUMECTACION DIARIA X 200 ML;JOHNSON CONSUMO;46631;2992;;;50
7,70203E+12;M7702031244516;FAR;LUBRIDERM HUMECTACION DIARIA X 750 ML;JOHNSON CONSUMO;46661;4919;;;50
7,70203E+12;M7702031278252;FAR;LUBRIDERM LOC PREVENCION UV30 X 750 ML;JOHNSON CONSUMO;46419;5942;;;50
7,70203E+12;M7702031927310;FAR;LUBRIDERM MEN CRE 3 EN 1 X 400 ML;JOHNSON CONSUMO;46692;4933;;;50
7,70203E+12;M7702031244523;FAR;LUBRIDERM NORMAL HUMECTACION DIARIA CRE X 946 ML;JOHNSON CONSUMO;46784;4948;;;50
7,70203E+12;M7702031278245;FAR;LUBRIDERM PREVENCION UV30 LOC X 400 ML;JOHNSON CONSUMO;46327;4875;;;50
7,70204E+12;M7702035870384;FAR;LUBRIDERM R INTENSE X 200 ML;JOHNSON CONSUMO;46661;3000;;;50
7,70204E+12;M7702035890276;FAR;LUBRIDERM REP INTENSIVA LOC X 750 ML;JOHNSON CONSUMO;46661;5498;;;50
7,50101E+12;M7501007528427;FAR;LUBRIDERM REPARACION INTENSIVA X 400 ML;JOHNSON CONSUMO;46722;4922;;;50
7,70204E+12;M7702035916679;FAR;LUBRIDERM UV15 LOC X 750 ML;JOHNSON CONSUMO;46388;5800;;;50
7,80007E+12;M7800068011566;FAR;LUBRILIMP SOL OFTALMICA X 15 ML;PASTEUR;46327;2920;;;50
7,80005E+12;G775218;FAR;LUCASTE COM 10 MG X 30;EUROFARMA;46021;7916,18;;;50
7,89132E+12;M7891317167189;FAR;LUCASTE COM MAS 5 MG X 30;EUROFARMA;46023;5599;;;50
7,89132E+12;CM109490;FAR;LUCASTE GRAN SBR 4 MG X 30;EUROFARMA;46599;14531;;;72
7,80006E+12;N5001166;FAR;LUDIUM COM 20 MG X 1;SAVAL;46661;3830;;;50
7,80006E+12;GL296020;FAR;LUDIUM COM 20 MG X 4;SAVAL;46173;11090;;;4
7,80006E+12;GL296018;FAR;LUDIUM COM 5 MG X 30;SAVAL;46326;19100;;;30
7,80006E+12;CM103467;FAR;LUKANEX COM MAST 5 MG X 40;SAVAL;46326;22002;;;3
